id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a71_first_violation,a72_cross_border_oss,a73_oss_role,a77_articles_breached
Greece_88,GR,Hellenic Data Protection Authority,NO,2020,10,1,candidate for MP,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,POLITICAL_COMMUNICATION,MARKETING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,6
Greece_89,GR,Personal Data Protection Authority,NO,2021,5,1,"Municipal Transport Company of Rhodes ""RODA""",PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,CCTV;EMPLOYEE_MONITORING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,8000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;12;15
Greece_91,GR,Personal Data Protection Authority,NO,2024,10,1,National Intelligence Service,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;13
Greece_92,GR,Hellenic Data Protection Authority,NO,2021,9,1,OASTH,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Greece_95,GR,Personal Data Protection Authority,NO,2022,8,5,Ministry of Interior,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Greece_96,GR,Hellenic Data Protection Authority,NO,2024,11,1,GRIVAS CHARALAMPOS - MOUTZOURI ANASTASIA O.E.,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,12;15;31
Greece_97,ES,The Authority,NO,2021,9,1,controller,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,marketing;email,MARKETING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;32
Greece_99,GR,Personal Data Protection Authority,NO,2024,4,1,Ministry of Climate Crisis and Civil Protection,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,DPO_ROLE_PROBLEMS_STATED,NO,NOT_DISCUSSED,YES,YES,NOT_APPLICABLE,NOT_DISCUSSED,YES,50000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;12;25;30;31;32;37
Greece_102,GR,Personal Data Protection Authority,NO,2022,9,2,EDYTE S.A.,PUBLIC,NOT_APPLICABLE,STATE,PROCESSOR,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,NO,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;6;28;29;32
Greece_103,GR,Personal Data Protection Authority,NO,2023,10,1,Cultural Association X,NGO_OR_NONPROFIT,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,MEMBERSHIP_ORGS,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Greece_104,GR,Hellenic Data Protection Authority,NO,2021,10,1,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,MARKETING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;7;21
Greece_109,GR,Personal Data Protection Authority,NO,2024,12,1,doctor B,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9;13
Greece_111,GR,Personal Data Protection Authority,NO,2022,9,1,B,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,3000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15;14
Greece_112,GR,The Authority,NO,2021,12,2,"ZENITH - Gas Supply Company of Thessaloniki, Thessaly SA",PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,30000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,28;32
Greece_114,GR,Personal Data Protection Authority,NO,2022,10,1,National Bank of Greece S.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,20000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;13
Greece_115,GR,Personal Data Protection Authority,NO,2024,12,1,Google LLC,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,12;17;37
Greece_116,GR,Personal Data Protection Authority,NO,2021,10,1,Ministry of Tourism,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,tourism;public_administration,PROBLEMATIC_THIRD_PARTY_SHARING_STATED;DPO_ROLE_PROBLEMS_STATED,YES,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,YES,75000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,13;32;33;37
Greece_117,GR,Personal Data Protection Authority,NO,2021,12,1,INFO COMMUNICATION SERVICES ADVERTISING - PROMOTIONAL - COMMERCIAL - RESEARCH AND PUBLICATIONS MONOPROSOOPI IKE,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_APPLICABLE,NOT_DISCUSSED,YES,30000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,13;14
Greece_119,GR,Hellenic Data Protection Authority,NO,2021,0,1,Ministry of Education and Religious Affairs,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Greece_121,GR,Hellenic Data Protection Authority,NO,2023,0,1,polling company,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,CONSULTING,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Greece_122,GR,Personal Data Protection Authority,NO,2024,7,2,Municipality of Alimos,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED;DPO_ROLE_PROBLEMS_STATED,YES,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,YES,10000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5;25;28;32;33;34
Greece_123,GR,Personal Data Protection Authority,NO,2024,4,1,Ministry of Citizen Protection,PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,YES,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,150000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,13;14;35
Greece_124,GR,Personal Data Protection Authority,NO,2020,4,1,Supreme Council for Civil Personnel Selection (ASEP),PUBLIC,NOT_APPLICABLE,STATE,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,RECRUITMENT_AND_HR,NO,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Germany_1,DE,Bavarian State Office for Data Protection Supervision,NO,2023,12,1,CRIF,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;14
Germany_2,DE,German Court,NO,2022,0,1,[Defendant operating company of loyalty program],PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CUSTOMER_LOYALTY_CLUBS,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,32
Germany_3,DE,Bavarian State Office for Data Protection Supervision,NO,2020,0,1,[...],PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_DISCUSSED
Germany_7,DE,Federal Commissioner for Data Protection and Freedom of Information,NO,2020,8,1,Deutsche Telekom AG,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
Germany_8,DE,BfDI,NO,2023,0,1,Vodafone GmbH,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,45000000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,28;32
Germany_9,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2023,0,1,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,employment;corporate,RECRUITMENT_AND_HR,YES,YES,YES,YES,YES,AGGRAVATING,YES,215000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9;30;35
Germany_10,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2022,9,1,Subsidiary of a Berlin e-commerce group,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,DPO_ROLE_PROBLEMS_STATED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,525000,EUR,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,38
Germany_11,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2023,0,1,bank,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,CREDIT_SCORING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,300000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,22;15
Germany_12,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2021,6,1,OUTFITTERY GmbH,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,5;6;17
Germany_13,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2021,10,1,Ebay,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6;12;15
Germany_14,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2022,4,1,Klarna Bank AB,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,CONCERNED,NONE_VIOLATED
Germany_15,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2023,9,1,myToys.de GmbH,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,COOKIES,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6;7;13;14
Germany_16,DE,Berlin Commissioner for Data Protection and Freedom of Information,NO,2022,8,1,Healy,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,6;12;17
Germany_18,DE,Conference of the Independent Data Protection Authorities of Bund and the Länder,NO,2021,3,1,energy supplier pool,OTHER,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,CUSTOMER_LOYALTY_CLUBS,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Germany_19,DE,Hessian Commissioner for Data Protection and Freedom of Information,NO,2020,12,1,ABIS GmbH,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;15
Germany_20,DE,Hessian Commissioner for Data Protection and Freedom of Information,NO,2021,11,1,Facebook,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES_FIRST_TIME,YES,LEAD,16
Germany_21,DE,HmbBfDI,NO,2022,0,1,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
Germany_22,DE,HmbBfDI,NO,2023,0,1,debt collection service provider,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,15
Germany_23,DE,HmbBfDI,NO,2023,0,1,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,COMPANY_IN_HAMBURG,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,75000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,9;32
Germany_24,DE,HmbBfDI,NO,2022,0,1,NOT_DISCUSSED,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,automotive;dashcam,CCTV,NO,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,NOT_DISCUSSED,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5
Germany_25,DE,HmbBfDI,NO,2022,0,1,Hamburg logistics company,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,logistics;newspaper_delivery,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_APPLICABLE,NOT_APPLICABLE,NO_REPEAT_OFFENDER,NOT_DISCUSSED,NOT_APPLICABLE,32
Germany_26,DE,HmbBfDI,NO,2022,0,4,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,HEALTH_DATA_PROCESSING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9;17;32
Germany_27,DE,HmbBfDI,NO,2021,8,1,Senate Chancellery of the Free and Hanseatic City of Hamburg,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,LEAD,NOT_DISCUSSED
Germany_28,DE,Hamburg Commissioner for Data Protection and Freedom of Information,NO,2021,5,1,Facebook Ireland Ltd.,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,YES,CONCERNED,5;6
Germany_29,DE,HmbBfDI,NO,2023,0,1,daycare center,PRIVATE,SME,NOT_APPLICABLE,CONTROLLER,EDUCATION,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1000,EUR,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,32
Germany_30,DE,Hamburg Commissioner for Data Protection and Freedom of Information,NO,2020,10,1,H&M Hennes & Mauritz Online Shop A.B. & Co. KG,PRIVATE,VERY_LARGE,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,EMPLOYEE_MONITORING,NO,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,35258707,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5
Germany_31,DE,HmbBfDI,NO,2023,0,1,NOT_DISCUSSED,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,5000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5
Germany_32,DE,Hamburg Commissioner for Data Protection and Freedom of Information,NO,2023,11,1,NOT_DISCUSSED,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,900000,EUR,NOT_DISCUSSED,NO,NOT_APPLICABLE,5;6
Germany_33,DE,Hamburg Commissioner for Data Protection and Freedom of Information,NO,2021,9,1,Vattenfall Europe Sales GmbH,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,CUSTOMER_LOYALTY_CLUBS,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,901388,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,12;13
Germany_35,DE,State Commissioner for Data Protection Saxony (LfD Lower Saxony),NO,2021,7,1,Heise Medien GmbH & Co. KG,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,COOKIES,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6;7;12;13;14
Germany_36,DE,State Commissioner for Data Protection Lower Saxony,NO,2023,0,1,bank,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,900000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6
Germany_37,DE,State Commissioner for Data Protection of Lower Saxony,NO,2020,0,1,notebooksbilliger.de AG,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,RETAIL,NOT_APPLICABLE,CCTV;EMPLOYEE_MONITORING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,10400000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6
Germany_38,DE,State Labor Court of Baden-Württemberg,YES,2021,10,1,Employer (not specifically named),PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,OTHER,Manufacturing;Employment,RECRUITMENT_AND_HR,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9
Germany_39,DE,State Commissioner for Data Protection and Freedom of Information in Baden-Württemberg,NO,2023,0,2,property developer,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,real_estate;property_development,MARKETING,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,50000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,6;14
Germany_40,DE,State Commissioner for Data Protection and Freedom of Information Baden-Württemberg,NO,2023,0,2,VfB Stuttgart 1893 AG,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,OTHER,sports;football;membership,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,300000,EUR,YES_FIRST_TIME,NO,NOT_APPLICABLE,5
Germany_41,DE,State Commissioner for Data Protection and Freedom of Information Baden-Württemberg,NO,2018,11,1,Knuddels GmbH & Co. KG,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,20000,EUR,YES_FIRST_TIME,NOT_DISCUSSED,NOT_APPLICABLE,32
Germany_42,DE,State Commissioner for Data Protection and Freedom of Information Bremen,NO,2022,3,1,BREBAU GmbH,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HOUSING_TOURISM,NOT_APPLICABLE,RECRUITMENT_AND_HR,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,YES,1900000,EUR,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,5;6;9;12
